dtb_sku,dtb_name,current_dtb_price,cost_of_goods,match_status,match_reasoning,lowest_confirmed_competitor_price,lowest_confirmed_competitor_source_url,proposed_new_price,resulting_margin_pct,price_change_amount
FA274,"10-24 x 3/8"" Socket",2.65,1.21,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.75,https://www.all-wall.com/FA274-Columbia-10-24-X-3-8in-Socket-Hd-Screw-6031,2.75,56.0,0.1
FA225,"1/8"" x 3/8"" Rivet Shoulder Washer",2.05,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.1,https://www.all-wall.com/FA225-Columbia-1-8in-X-3-8in-Special-Washer-6010,2.1,57.62,0.05
FA267,"8-32 x 1 1/2"" Pan Slot",2.85,0.41,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA267-Columbia-8-32-X-1-5in-Pan-Head-Screw-6027,1.05,60.95,-1.8
FA294,"1/4-20 x 38"" Socket",3.25,1.21,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.75,https://www.all-wall.com/FA294-Columbia-1-4-20-X-3-8-Socket-Hd-Screw-6044,2.75,56.0,-0.5
FA276,"10-24 x 7/8"" Pan Slot",3.35,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA276-Columbia-10-24-X-7-8-Pan-Head-Screw-6033,1.05,69.52,-2.3
FA297,"1/4-20 x 5/8"" Socket",2.0,1.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.75,https://www.all-wall.com/FA297-Columbia-1-4-20-X-5-8in-Socket-Hd-Scre-6047,2.75,52.73,0.75
FA295,"1/4 x 1/2"" Flathead Socket",3.45,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA295-Columbia-1-4-20-X-1-2in-Flat-Socket-6045,1.05,69.52,-2.4
FA302,"1/4-28 x 1/4"" Set Screw",3.85,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.15,https://www.all-wall.com/FA302-Columbia-1-4-28-X-1-4in-Set-Screw-6051,2.15,58.6,-1.7
FFB5A,Axel Bushing,3.0,1.95,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.78,https://www.all-wall.com/FFB5A-Columbia-Flat-Box-Axle-Bushing-6114,3.78,48.41,0.78
PAHC10,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",494.93,346.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",469.0,https://www.alstapingtools.com/tapetech-10-powerassist-maxxbox-w-easyroll-wheels-pahc10/,469.0,26.13,-25.93
HNS12,Handle Clamp,17.0,11.05,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",19.22,https://www.all-wall.com/HNS12-Columbia-Nail-Spotter-Handle-Clamp-12533,19.22,42.51,2.22
HNS4-3,"Door - 3""",33.0,21.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",37.32,https://www.all-wall.com/HNS43-Columbia-Nail-Spotter-Door-3in-12523,37.32,42.52,4.32
HNS4-2,"Door - 2""",33.0,21.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",37.32,https://www.all-wall.com/HNS42-Columbia-Nail-Spotter-Door-2in-12522,37.32,42.52,4.32
MP25,Filler Studs,10.0,6.50,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",11.32,https://www.all-wall.com/MP25-Columbia-Mud-Pump-Filler-Stud-5872,11.32,42.58,1.32
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the ""Sawed Off"" Mini Predator Taper, not the Standard 53in Taper",,,,,
EHC12,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",444.0,288.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",444.0,https://www.alstapingtools.com/tapetech-12-maxxbox-w-easy-roll-wheels-ehc12/,444.0,35.0,0.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the Predator Carbon Fiber Taper, not the Standard 53in Taper",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CTA41 cutter block assembly, a replacement part not the complete taper tool",,,,,
PAHC12,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",520.16,364.11,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",479.0,https://www.alstapingtools.com/tapetech-12-powerassist-maxxbox-w-easyroll-wheels-pahc12/,479.0,23.99,-41.16
CFA-TT,TapeTech Support Handle Adapter - Corner Finisher,49.0,34.04,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",49.0,https://www.alstapingtools.com/tapetech-corner-finisher-ball-adapter-cfa-tt/,49.0,30.53,0.0
07TT,TapeTech EasyClean® Automatic Taper - Standard,1672.12,1170.48,REJECTED_MISMATCH,"Different condition: competitor listing is ""Reconditioned"" (used), not a new unit comparable to DTB price",1599.0,https://www.alstapingtools.com/tapetech-easy-clean-automatic-taper/,1599.0,26.8,-73.12
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Different model: competitor is the ""Sawed Off"" Mini Taper, not the Standard 53in Taper",,,,,
07TT,TapeTech EasyClean® Automatic Taper - Standard,1672.12,1170.48,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1599.0,https://www.alstapingtools.com/tapetech-easy-clean-automatic-taper/,1599.0,26.8,-73.12
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT102 machined screw, a replacement part not the complete taper tool",,,,,
TTCFS,TapeTech Corner Finishing Set,1416.0,920.40,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1392.0,https://www.alstapingtools.com/tapetech-corner-finishing-set/,1392.0,33.88,-24.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT22 brass bracket, a replacement part not the complete taper tool",,,,,
03TT,"TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""",1775.0,1153.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1775.0,https://www.alstapingtools.com/tapetech-easyclean-automatic-mini-taper-03tt/,1775.0,35.0,0.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT1 head casting, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT129B plastic roller sleeve, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT51 spacer bar, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT59 magnet, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT66 drive drum, a replacement part not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is CT95 control valve, a replacement part not the complete taper tool",,,,,
CMT24,"Columbia Compound Tube - 24""",197.91,128.07,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",197.91,https://www.alstapingtools.com/columbia-24-drywall-corner-finishing-compound-mud-tube/,197.91,35.29,0.0
CMT32,"Columbia Compound Tube - 32""",208.73,134.24,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",208.73,https://www.alstapingtools.com/columbia-32-drywall-corner-finishing-compound-mud-tube/,208.73,35.69,0.0
CMT42,"Columbia Compound Tube - 42""",221.71,146.56,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",221.71,https://www.alstapingtools.com/columbia-42-drywall-corner-finishing-compound-mud-tube/,221.71,33.9,0.0
FA219,"4-40 x 1/2"" Fillister Slot",1.0,0.65,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA219-Columbia-4-40-X-1-2in-Fill-Head-Screw-6005,1.05,38.1,0.05
FA220,"4-40 x 3/4"" Hex Bolt",2.35,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.1,https://www.all-wall.com/FA220-Columbia-4-40-X-3-4in-Bind-Head-Screw-6006,1.1,70.91,-1.25
EZ15TT,"TapeTech EasyClean® Finishing Box - 15""",429.0,278.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.69,https://www.all-wall.com/TapeTech-WiperGasket-340026,99.69,-179.72,-329.31
FA312,"10-24 X 1/4"" Socket Hand Set",2.85,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.15,https://www.all-wall.com/FA312-Columbia-10-24-X-1-4in-Set-Screw-6796,2.15,58.6,-0.7
EZ07TT,"TapeTech EasyClean® Finishing Box - 7""",379.0,264.31,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",379.0,https://www.alstapingtools.com/tapetech-7-easyclean-drywall-flat-box-ez07tt/,379.0,30.26,0.0
FFB17,Door Spring,5.0,2.72,REJECTED_MISMATCH,Competitor listing (FFB1-7 rear plate) is a different physical part than the DTB door spring despite similar code prefix,,,,,
EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",391.69,274.18,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",389.0,https://www.alstapingtools.com/tapetech-10-easyclean-drywall-flat-box/,389.0,29.52,-2.69
EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",405.72,284.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",399.0,https://www.alstapingtools.com/tapetech-12-easyclean-drywall-flat-box/,399.0,28.82,-6.72
8034TT,"TapeTech Flat Box Handle - 34""",229.0,146.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",229.0,https://www.alstapingtools.com/tapetech-34-drywall-flat-finishing-box-handle-8034tt/,229.0,36.24,0.0
8042TT,"TapeTech Flat Box Handle - 42""",234.0,162.14,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",234.0,https://www.alstapingtools.com/tapetech-42-drywall-flat-finisher-box-handle-8042tt/,234.0,30.71,0.0
8054TT,"TapeTech Flat Box Handle - 54""",239.0,164.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",239.0,https://www.alstapingtools.com/tapetech-54-drywall-flat-finisher-box-handle/,239.0,31.38,0.0
8072TT,"TapeTech Flat Box Handle - 72""",249.0,167.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",249.0,https://www.alstapingtools.com/tapetech-72-drywall-flat-finisher-box-handle-8072tt/,249.0,32.93,0.0
TTBBS,TapeTech Basic Box Set,1644.0,1068.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1644.0,https://www.all-wall.com/TapeTech-Drywall-Box-Set-TTBBS,1644.0,35.0,0.0
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper rebuild kit, not the complete taper tool",,,,,
07TT,TapeTech EasyClean® Automatic Taper - Standard,1672.12,1170.48,REJECTED_MISMATCH,"Competitor is ""07TT with Extension"" - a different bundled configuration, not the base taper",1599.0,https://www.alstapingtools.com/tapetech-easy-clean-automatic-taper/,1599.0,26.8,-73.12
8FBB,"Columbia Fat Boy Flat Box - 8""",443.42,285.99,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",443.42,https://www.alstapingtools.com/columbia-8-fat-boy-drywall-flat-finishing-box/,443.42,35.5,0.0
3SF,"Columbia Standard Flusher - 3""",122.21,73.91,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",122.21,https://www.alstapingtools.com/columbia-taping-tools-3-standard-drywall-corner-flusher-with-wheels/,122.21,39.52,0.0
CH75TT,TapeTech Cove Applicator Head - 75 mm,99.0,64.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.0,https://www.all-wall.com/TapeTech-ApplicatorHead-CH75TT,99.0,35.0,0.0
8172TT,"TapeTech EasyFinish™ Box Handle - 72""",291.28,203.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",289.0,https://www.alstapingtools.com/tapetech-72-easyfinish-flat-box-handle-8172tt/,289.0,29.45,-2.28
CH55TT,TapeTech Cove Applicator Head - 55 mm,99.0,64.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.0,https://www.all-wall.com/TapeTech-ApplicatorHead-CH55TT,99.0,35.0,0.0
48TT,"TapeTech Corner Finisher - 3"" EasyRoll® Adjustable",429.0,278.50,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",429.0,https://www.alstapingtools.com/tapetech-3-easyroll-angle-head-drywall-finishing-tool-48tt/,429.0,35.08,0.0
CH83TT,TapeTech Cove Applicator Head - 83 mm,99.0,64.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.0,https://www.all-wall.com/TapeTech-ApplicatorHead-CH83TT,99.0,35.0,0.0
CH90TT,TapeTech Cove Applicator Head - 90 mm,99.0,64.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",99.0,https://www.all-wall.com/TapeTech-ApplicatorHead-CH90TT,99.0,35.0,0.0
8134TT,"TapeTech EasyFinish™ Box Handle - 34""",259.76,181.83,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",259.0,https://www.alstapingtools.com/tapetech-34-easyfinish-flat-box-handle-8134tt/,259.0,29.8,-0.76
8142TT,"TapeTech EasyFinish™ Box Handle - 42""",269.0,187.11,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",269.0,https://www.alstapingtools.com/tapetech-42-easyfinish-flat-box-handle-8142tt/,269.0,30.44,0.0
8154TT,"TapeTech EasyFinish™ Box Handle - 54""",279.0,191.29,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",279.0,https://www.alstapingtools.com/tapetech-54-easyfinish-flat-box-handle-8154tt/,279.0,31.44,0.0
EHC10,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",419.0,272.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",419.0,https://www.alstapingtools.com/tapetech-10-maxxbox-w-easy-roll-wheels-ehc10/,419.0,35.0,0.0
17TTE,TapeTech Corner Roller - Flex Tape Outside Corner,184.06,128.84,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",179.0,https://www.alstapingtools.com/tapetech-outside-corner-roller-for-flex-tape-17tte/,179.0,28.02,-5.06
PAHC07,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",491.26,343.88,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",459.0,https://www.alstapingtools.com/tapetech-7-powerassist-maxxbox-w-easyroll-wheels-pahc07/,459.0,25.08,-32.26
48XTT,"TapeTech Corner Finisher - 3.5"" EasyRoll® Adjustable",448.22,313.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",429.0,https://walltools.com/tapetech-easy-roll-adjustable-angle-head-corner-finisher-tape-48tt-48xtt/,429.0,26.86,-19.22
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",419.0,272.35,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",419.0,https://www.alstapingtools.com/tapetech-7-maxxbox-w-easy-roll-wheels/,419.0,35.0,0.0
TTPFB,TapeTech Paper Faced Bead Pro Set,1949.0,1266.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1949.0,https://www.all-wall.com/TapeTech-BeadProSet-TTPFB,1949.0,35.0,0.0
GSR-TT,TapeTech Gooseneck Riser,13.99,6.56,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",13.99,https://www.all-wall.com/TapeTech-GooseneckRiser-GSRTT,13.99,53.11,0.0
FHTT-CC,TapeTech Support Handle - Closet Crusher Fiberglass,50.0,34.64,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",50.0,https://www.alstapingtools.com/tapetech-closet-crusher-18-support-handle/,50.0,30.72,0.0
TTBTS,TapeTech Basic Taping Set,2829.0,1838.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2829.0,https://www.all-wall.com/TapeTech-TapingSet-TTBTS,2829.0,35.0,0.0
07TT,TapeTech EasyClean® Automatic Taper - Standard,1672.12,1170.48,REJECTED_MISMATCH,"Competitor is a small O-ring taper lid part, not the complete 07TT taper",1599.0,https://www.alstapingtools.com/tapetech-easy-clean-automatic-taper/,1599.0,26.8,-73.12
BH2,Plate,24.5,22.92,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.84,https://www.all-wall.com/BH2-Columbia-Box-Handle-180-Grip-Plate-COL-handles-12459,45.84,50.0,21.34
BH5,Upper Mounting Bracket,18.5,5.43,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",10.54,https://www.all-wall.com/BH5-Columbia-Box-Handle-Upper-Mounting-Bracket-180-Grip-12460,10.54,48.48,-7.96
CR1,Head Casting,39.0,93.08,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",58.5,https://www.all-wall.com/CR1-Columbia-Corner-Roller-Head-Casting-5561,58.5,-59.11,19.5
AH5,Frame Retainer Clip,2.0,1.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.28,https://www.all-wall.com/AH5-Columbia-Angle-Head-Frame-Retainer-Clip-5806,2.28,42.98,0.28
CBNCR,Columbia Outside Corner Roller - Bullnose,86.52,55.12,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",86.52,https://www.alstapingtools.com/columbia-outside-bullnose-corner-roller/,86.52,36.29,0.0
MP3,Pump Flapper Valve,4.0,2.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.7,https://www.all-wall.com/MP3-Columbia-Mud-Pump-Pump-Flapper-Valve-6163,4.7,44.68,0.7
AH9,Bottom Retainer Corner Clip - Standard,10.0,5.07,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",12.25,https://www.all-wall.com/AH9-Columbia-Angle-Head-Retainer-Clip-Long-5814,12.25,58.61,2.25
MP6,Handle Link,33.0,21.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",37.66,https://www.all-wall.com/MP6-Columbia-Mud-Pump-Handle-Link-6165,37.66,43.04,4.66
CR6,Handle Mounting Swivel,24.95,9.11,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",17.68,https://www.all-wall.com/CR6-Columbia-Corner-Roller-Handle-Mounting-Swivel-5565,17.68,48.47,-7.27
8000TT-PA,TapeTech Wizard® Compact Finishing Box Handle - Power Assist,109.0,55.47,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",109.0,https://www.alstapingtools.com/tapetech-wizard-compact-handle-for-power-assist-boxes/,109.0,49.11,0.0
AH8,Top Retainer Corner Clip - Standard,8.0,3.84,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6.78,https://www.all-wall.com/AH8-Columbia-Angle-Head-Retainer-Clip-Short-5812,6.78,43.36,-1.22
HP1,Pump Cylinder,52.0,33.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",60.26,https://www.all-wall.com/Columbia-Mud-Pump-Cylinder-Removable-HP1,60.26,43.91,8.26
HH7,Brake,22.0,14.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",26.52,https://www.all-wall.com/HH7-Columbia-Hydra-Handle-Brake-6148,26.52,46.08,4.52
FFB11-10,"Adjuster Spring - 10""",8.0,5.20,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",10.05,https://www.all-wall.com/FFB11-Columbia-Flat-Box-Adjuster-Spring-7-8-10-6086,10.05,48.26,2.05
MP2,Foot Valve Casting,29.0,18.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",33.9,https://www.all-wall.com/Columbia-Foot-Valve-Casting,33.9,44.4,4.9
CTA01TT,TapeTech Compound Tube Filler Adapter,19.99,12.57,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",19.99,https://www.alstapingtools.com/tapetech-compound-tube-filler-adapter-cta01tt/,19.99,37.12,0.0
4-732,"LEVEL5 Corner Finisher - 2.5""",397.37,278.16,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech flat head screw, not the LEVEL5 Corner Finisher",,,,,
4-735,"LEVEL5 Corner Finisher - 4""",425.42,297.79,REJECTED_MISMATCH,"Coincidental numeric SKU collision: competitor is an unrelated TapeTech box blade holder, not the LEVEL5 Corner Finisher",,,,,
CR-3,Bearing Sleeve,19.99,12.99,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",9.45,https://www.all-wall.com/CR3-Columbia-Corner-Roller-Bearing-Sleeve-5563,9.45,-37.46,-10.54
CR4,Cut Washer,3.0,1.95,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.4,https://www.all-wall.com/CR4-Columbia-Corner-Roller-Washer-5564,5.4,63.89,2.4
FA227,"6-32 X 1/4"" Flat Slot",2.0,1.30,REJECTED_MISMATCH,Competitor listing (number 6 Belleville washer) is a different fastener type than the DTB flat-slot screw despite matching FA227 code,,,,,
MP5,Head Bushing,13.95,9.07,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",26.38,https://www.all-wall.com/MP5-Columbia-Mud-Pump-Head-Bushing-6164,26.38,65.62,12.43
MP7,Pump Handle,87.0,56.55,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",105.42,https://www.all-wall.com/MP7-Columbia-Mud-Pump-Handle-6167,105.42,46.36,18.42
NS02TT,"TapeTech Nail Spotter - 2""",303.66,212.56,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",278.0,https://www.alstapingtools.com/tapetech-2-easyclean-nail-screw-spotter-head/,278.0,23.54,-25.66
CF30COMBO,"TapeTech Combo Corner Flusher - 3""",184.0,119.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",184.0,https://www.all-wall.com/TapeTech-3in-Combo-Flusher,184.0,35.0,0.0
NS03TT,"TapeTech Nail Spotter - 3""",313.1,219.17,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",289.0,https://www.alstapingtools.com/tapetech-3-easyclean-nail-screw-spotter/,289.0,24.16,-24.1
CF40COMBO,"TapeTech Combo Corner Flusher - 4""",194.0,126.10,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",194.0,https://www.all-wall.com/TapeTech-4in-Combo-Flusher,194.0,35.0,0.0
