Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Cost of goods,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: schema_brand,Meta: schema_mpn,Meta: _dtb_manufacturer_sku,Meta: _dtb_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_brand,Meta: _dtb_specs_json,Meta: _includes_0_name,Meta: _includes_0_sku,Meta: _includes_1_name,Meta: _includes_1_sku,Meta: _includes_2_name,Meta: _includes_2_sku,Meta: _includes_3_name,Meta: _includes_3_sku,Meta: _includes_4_name,Meta: _includes_4_sku,Meta: _includes_5_name,Meta: _includes_5_sku,Meta: _includes_6_name,Meta: _includes_6_sku,Meta: _includes_7_name,Meta: _includes_7_sku,Meta: _includes_8_name,Meta: _includes_8_sku,Meta: _includes_9_name,Meta: _includes_9_sku,Meta: _includes_10_name,Meta: _includes_10_sku,Meta: _includes_11_name,Meta: _includes_11_sku,Meta: _includes_12_name,Meta: _includes_12_sku,Meta: _includes_13_name,Meta: _includes_13_sku,Meta: _includes_14_name,Meta: _includes_14_sku,Meta: _includes_15_name,Meta: _includes_15_sku,Meta: _includes_16_name,Meta: _includes_16_sku,Meta: _includes_17_name,Meta: _includes_17_sku,Meta: _includes_18_name,Meta: _includes_18_sku,Meta: _includes_19_name,Meta: _includes_19_sku,Meta: _dtb_schematic_id,Meta: _dtb_schematic_category,Meta: _dtb_schematic_page,Meta: _dtb_schematic_variant,Meta: _dtb_schematic_url,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex,Slug,meta:product_family,meta:series,meta:model,Meta: _dtb_map_price
simple,SACS,,Columbia Commando Set,1,0,visible,"The Columbia Commando Set is a semi-automatic drywall finishing kit designed for corner finishing and compound application. This set includes a mud tube, flushers, applicators, and Columbia One handles in a dedicated carrying case.",<p>The Columbia Commando Set is a semi-automatic drywall finishing kit engineered for efficient corner finishing and compound application. This kit provides the necessary tools for professionals to perform consistent mud delivery and corner wiping.</p><h3>Set Includes:</h3><ul><li>1x Semi-Automatic Case</li><li>1x 2.5 in. Standard Flusher</li><li>1x 3 in. Standard Flusher</li><li>1x 42 in. Compound Mud Tube</li><li>1x Columbia One Extendable Handle</li><li>1x Columbia One Fixed Handle</li><li>1x Angle Head Adapter</li><li>1x Flat Applicator Head</li><li>1x Two-Way Internal Applicator</li><li>1x Corner Roller Head</li></ul>,,,taxable,,1,,,0,0,3,,,,0,,,1157.93,718.35,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,"Columbia, Drywall Finishing Tools, Tool Sets & Kits",,"https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_sacs_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3sf_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1hext_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1h_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_aha_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cflt_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_icatw_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cr_01.webp",,,,,,,,,3,Columbia Tools,,,,,,Columbia Tools,SACS,SACS,SACS,NewCondition,columbia-tools,Columbia Tools,toolset,standard-catalog,toolsets,toolsets,0,,,,,,,0,,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""SACS""},{""label"":""Set"",""value"":""Commando Set""},{""label"":""Tool Set Type"",""value"":""Semi-automatic drywall finishing kit""},{""label"":""Primary Workflow"",""value"":""Semi-automatic corner finishing and compound application""},{""label"":""Case Included"",""value"":""Semi-Automatic Case""},{""label"":""Set Includes"",""value"":""Official Columbia set includes"",""items"":[{""name"":""1x Semi-Automatic Case"",""sku"":""TCS""},{""name"":""1x 2.5 in. Standard Flusher"",""sku"":""2.5SF""},{""name"":""1x 3 in. Standard Flusher"",""sku"":""3SF""},{""name"":""1x 42 in. Compound Mud Tube"",""sku"":""CMT42""},{""name"":""1x Columbia One Extendable Handle"",""sku"":""C1HEXT""},{""name"":""1x Columbia One Fixed Handle"",""sku"":""C1H""},{""name"":""1x Angle Head Adapter"",""sku"":""AHA""},{""name"":""1x Flat Applicator Head"",""sku"":""CFLT""},{""name"":""1x Two-Way Internal Applicator"",""sku"":""ICATW""},{""name"":""1x Corner Roller Head"",""sku"":""CR""}]}]",1x Semi-Automatic Case,TCS,1x 2.5 in. Standard Flusher,2.5SF,1x 3 in. Standard Flusher,3SF,1x 42 in. Compound Mud Tube,CMT42,1x Columbia One Extendable Handle,C1HEXT,1x Columbia One Fixed Handle,C1H,1x Angle Head Adapter,AHA,1x Flat Applicator Head,CFLT,1x Two-Way Internal Applicator,ICATW,1x Corner Roller Head,CR,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Commando Set | Semi-Automatic Drywall Finishing Kit,"Complete Columbia Commando Set for semi-automatic drywall finishing. Includes mud tube, flushers, applicators, and handles in a protective carrying case.",Columbia Commando Set,/product/columbia-commando-set-semi-auto-finishing-kit/,,columbia-commando-set-semi-auto-finishing-kit,Columbia Tool Sets,Commando Series,SACS,1157.93
simple,CPFP,,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump,1,0,visible,"The Columbia PowerFill 3.5 Pro Series Cordless Loading Pump uses DeWalt 20V power to automate tool filling, featuring programmable Precision Fill technology and a 3.5 GPM flow rate.","<p>The Columbia PowerFill 3.5 Pro Series Cordless Loading Pump automates the filling of automatic taping and finishing tools. Powered by DeWalt 20V MAX batteries, this system replaces manual pumping with a high-flow, battery-operated solution capable of delivering up to 3.5 gallons per minute.</p><h3>Features</h3><ul><li><strong>SmartControl Pro:</strong> Includes programmable Precision Fill technology for consistent material levels.</li><li><strong>Cordless Operation:</strong> Powered by DeWalt 20V MAX Lithium-Ion batteries.</li><li><strong>Hi-Rise Fill Tube:</strong> Ergonomic design supports upright filling positions.</li><li><strong>Convertible Outlet:</strong> Configurable for right or left-sided pump outlets.</li><li><strong>Maintenance:</strong> Tool-less design allows for quick access to the pump cylinder and removable powerhead.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,1473.00,990.71,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,"26B418, automatic loading pump, CPFP, Graco, loading pump, mud pump, power fill, powerfill",,"https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cpfp_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cpfp_02.webp",,,,,,,,,373,Columbia Tools,,,,,,Columbia Tools,CPFP,CPFP,CPFP,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps,pumps,0,,,,,,,,,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""CPFP""},{""label"":""Model"",""value"":""CPFP""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia PowerFill 3.5 Cordless Loading Pump | CPFP,"Automate drywall tool loading with the Columbia PowerFill 3.5. Features precision fill technology and cordless operation for consistent, high-speed filling.",Columbia PowerFill 3.5,/product/columbia-powerfill-3-5-pro-series-cordless-loading-pump/,,columbia-powerfill-3-5-pro-series-cordless-loading-pump,Columbia Loading Pumps,Pro Series,CPFP,1249.00
simple,CPFGN,,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,1,0,visible,The Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube (CPFGN) is designed to facilitate the transfer of joint compound from a pump to automatic taping tools.,<p>The Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube (CPFGN) is designed for use with automatic drywall taping tools. This attachment connects to a pump to facilitate the transfer of joint compound into the taper.</p><h3>Features</h3><ul><li>Compatible with Columbia PowerFill systems</li><li>Designed for 5-gallon container applications</li><li>Facilitates direct filling of automatic taping tools</li></ul>,,,taxable,,1,,,0,0,1,,,,0,,,275.00,160.99,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,"CPFGN, goose neck, gooseneck",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tbgn_01.webp,,,,,,,,,374,Columbia Tools,,,,,,Columbia Tools,CPFGN,CPFGN,CPFGN,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps,pumps,0,,,,,,,,,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""CPFGN""},{""label"":""Model"",""value"":""CPFGN""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Powerfill 5 Gallon Taper Gooseneck | CPFGN,The Columbia Powerfill 5 Gallon Taper Gooseneck (CPFGN) is designed to facilitate the transfer of joint compound from a pump to automatic taping tools.,Columbia Powerfill gooseneck,/product/columbia-powerfill-5-gallon-taper-gooseneck-fill-tube-cpfgn/,,columbia-powerfill-5-gallon-taper-gooseneck-fill-tube-cpfgn,Columbia PowerFill Accessories,Standard Series,CPFGN,185.00
simple,FA280,,#10 Belleville Washer,1,0,visible,"The Columbia Tools #10 Belleville Washer (FA280) is a replacement part designed for use with Columbia Flat Finishing Boxes, Hinged Nailspotters, and Corner Flusher Boxes.",<p>The Columbia Tools #10 Belleville Washer (FA280) is a replacement hardware component designed for use with specific drywall finishing equipment. This washer provides necessary spring tension and load distribution within the mechanical assemblies of compatible tools.</p><h3>Compatibility</h3><ul><li>Flat Finishing Box</li><li>Hinged Nailspotter</li><li>Corner Flusher Box</li></ul>,,,taxable,,1,,,0,0,0.1,0.5,0.5,0.5,1,,,1.00,0.32,Drywall Finishing Tools > Parts,"Columbia Tools, Corner Flusher Box, FA280, Flat Finishing Box, Hinged Nailspotter, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa280_01.webp,,,,,,,,,14,Columbia Tools,,,,,,Columbia Tools,FA280,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-flat-finishing-box, columbia-hinged-nailspotter, columbia-corner-flusher-box",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA280""}, {""label"": ""Model"", ""value"": ""FA280""}, {""label"": ""Tool Groups"", ""value"": ""Flat Finishing Box, Hinged Nailspotter, Corner Flusher Box""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #10 Belleville Washer (FA280),"Replacement #10 Belleville Washer (FA280) for Columbia Tools flat finishing boxes, hinged nailspotters, and corner flusher boxes.",Columbia FA280 Belleville Washer,/product/columbia-tools-10-belleville-washer-fa280/,,columbia-tools-10-belleville-washer-fa280,Columbia Replacement Parts,Finishing Tool Hardware,FA280,
simple,FA268,,#10 Flat Washer,1,0,visible,The Columbia Tools #10 Flat Washer (FA268) is a replacement part compatible with Columbia Flat Finishing Boxes and 180 Grip Box Handles.,<p>The Columbia Tools #10 Flat Washer (FA268) is a replacement hardware component designed for use with Columbia Flat Finishing Boxes and 180 Grip Box Handles. This washer is intended for the maintenance and repair of specified drywall finishing equipment.</p>,,,taxable,,1,,,0,0,,,,,1,,,2.25,0.32,Drywall Finishing Tools > Parts,"180 Grip Box Handle, Columbia Tools, FA268, Flat Finishing Box, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa268_01.webp,,,,,,,,,10,Columbia Tools,,,,,,Columbia Tools,FA268,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-flat-finishing-box, columbia-180-grip-box-handle",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA268""}, {""label"": ""Model"", ""value"": ""FA268""}, {""label"": ""Tool Groups"", ""value"": ""Flat Finishing Box, 180 Grip Box Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#10 Flat Washer | Columbia Tools FA268,Genuine Columbia Tools #10 flat washer (FA268). Replacement hardware for Columbia flat finishing boxes and 180 grip box handles.,Columbia FA268,/product/columbia-tools-10-flat-washer-fa268/,,columbia-tools-10-flat-washer-fa268,Columbia Replacement Parts,Hardware Components,FA268,
simple,FA270,,"#10 x 3/4"" Fender Washer",1,0,visible,This #10 x 3/4&quot; fender washer is a replacement part designed for Columbia Hot Mud Pumps.,"<p>The Columbia Tools FA270 is a #10 x 3/4"" fender washer designed for use with Columbia Hot Mud Pumps. This hardware provides load distribution for assembly points within the pump system.</p>",,,taxable,,1,,,0,0,0.01,,,,1,,,2.50,0.89,Drywall Finishing Tools > Parts,"Columbia Tools, FA270, Hot Mud Pump, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa270_01.webp,,,,,,,,,176,Columbia Tools,,,,,,Columbia Tools,FA270,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-hot-mud-pump,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA270""}, {""label"": ""Model"", ""value"": ""FA270""}, {""label"": ""Tool Groups"", ""value"": ""Hot Mud Pump""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia Tools FA270 #10 x 3/4"" Fender Washer","Replacement #10 x 3/4"" fender washer for Columbia Hot Mud Pumps. Genuine Columbia Tools part FA270.",Columbia FA270 fender washer,/product/columbia-hot-mud-pump-fender-washer-fa270/,,columbia-fa270-10-3-4-fender-washer,Hot Mud Pump Parts,Columbia Repair Components,FA270,
simple,FA228,,#6 Flat Washer,1,0,visible,"The Columbia Tools #6 Flat Washer (FA228) is a replacement part designed for use with Columbia Automatic Taper Heads, Hinged Nailspotters, and Corner Flusher Boxes.","<p>The Columbia Tools #6 Flat Washer (FA228) is a replacement component designed for use with specific Columbia drywall finishing equipment. This washer is compatible with the Columbia Automatic Taper Head, Hinged Nailspotter, and Corner Flusher Box assemblies.</p>",,,taxable,,1,,,0,0,0.1,,,,1,,,1.00,0.65,Drywall Finishing Tools > Parts,"Automatic Taper Head, Columbia Tools, Corner Flusher Box, FA228, Hinged Nailspotter, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa228_01.webp,,,,,,,,,135,Columbia Tools,,,,,,Columbia Tools,FA228,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-automatic-taper-head, columbia-hinged-nailspotter, columbia-corner-flusher-box",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA228""}, {""label"": ""Model"", ""value"": ""FA228""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head, Hinged Nailspotter, Corner Flusher Box""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #6 Flat Washer (FA228),"Replacement #6 flat washer for Columbia Tools drywall finishing equipment, including Automatic Taper Heads, Hinged Nailspotters, and Corner Flusher Boxes.",Columbia FA228,/product/columbia-tools-6-flat-washer-fa228/,,columbia-tools-6-flat-washer-fa228,Columbia Replacement Parts,Drywall Tool Hardware,FA228,
simple,FA229,,#6 Lock Washer,1,0,visible,The Columbia Tools #6 Lock Washer (FA229) is a replacement fastener compatible with Columbia Automatic Taper Heads and Matrix Handle systems.,<p>The Columbia Tools #6 Lock Washer (FA229) is a replacement fastener designed for use with Columbia Automatic Taper Heads and Matrix Handle systems. This component serves as a standard hardware replacement for maintaining the assembly of these specific drywall finishing tools.</p>,,,taxable,,1,,,0,0,,,,,1,,,1.00,0.65,Drywall Finishing Tools > Parts,"Automatic Taper Head, Columbia Tools, FA229, Matrix Handle, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa229_01.webp,,,,,,,,,136,Columbia Tools,,,,,,Columbia Tools,FA229,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-automatic-taper-head, columbia-matrix-handle",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA229""}, {""label"": ""Model"", ""value"": ""FA229""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head, Matrix Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #6 Lock Washer (FA229),Replacement #6 lock washer for Columbia Tools Automatic Taper Heads and Matrix Handle systems. Genuine Columbia Tools part FA229.,Columbia FA229,/product/columbia-tools-6-lock-washer-fa229/,,columbia-tools-fa229-6-lock-washer,Columbia Repair Parts,Columbia Fasteners,FA229,
simple,FA230,,#6 Star Washer,1,0,visible,Genuine Columbia Tools #6 Star Washer designed for use with Automatic Taper Head assemblies.,<p>The Columbia Tools #6 Star Washer (FA230) is a replacement component designed for use with the Automatic Taper Head. This washer is engineered to maintain tension and secure fasteners within the assembly.</p>,,,taxable,,1,,,0,0,,,,,1,,,1.00,0.65,Drywall Finishing Tools > Parts,"Automatic Taper Head, Columbia Tools, FA230, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa230_01.webp,,,,,,,,,137,Columbia Tools,,,,,,Columbia Tools,FA230,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA230""}, {""label"": ""Model"", ""value"": ""FA230""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #6 Star Washer | FA230,Replacement #6 star washer for Columbia Tools Automatic Taper Head assemblies. Genuine OEM part FA230.,Columbia Tools FA230,/product/columbia-tools-6-star-washer-fa230/,,columbia-tools-fa230-6-star-washer,Automatic Taper Parts,Automatic Taper Head,FA230,
simple,FA253,,#8 Flat Washer,1,0,visible,The Columbia Tools #8 Flat Washer (FA253) is a replacement part compatible with Columbia automatic taper heads and corner flusher boxes.,<p>The Columbia Tools #8 Flat Washer (FA253) is a replacement component designed for use with Columbia automatic taper heads and corner flusher boxes. This hardware is essential for maintaining proper spacing and assembly integrity within these drywall finishing tools.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,1.85,0.32,Drywall Finishing Tools > Parts,"Automatic Taper Head, Columbia Tools, Corner Flusher Box, FA253, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa253_01.webp,,,,,,,,,142,Columbia Tools,,,,,,Columbia Tools,FA253,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-automatic-taper-head, columbia-corner-flusher-box",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA253""}, {""label"": ""Model"", ""value"": ""FA253""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head, Corner Flusher Box""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #8 Flat Washer (FA253),Genuine Columbia Tools #8 flat washer (FA253) for automatic taper heads and corner flusher boxes. Essential replacement hardware for drywall finishing tools.,Columbia FA253,/product/columbia-tools-8-flat-washer-fa253/,,columbia-tools-8-flat-washer-fa253,Columbia Repair Parts,Columbia Automatic Taper & Flusher Components,FA253,
simple,FA252,,#8 Star Washer,1,0,visible,The Columbia Tools #8 Star Washer (FA252) is a replacement component compatible with Columbia Hinged Nailspotters and Hydra-Reach Box Handle systems.,<p>The Columbia Tools #8 Star Washer (FA252) is a replacement component designed for use with specific drywall finishing equipment. This washer is compatible with Columbia Tools Hinged Nailspotters and Hydra-Reach Box Handle systems.</p>,,,taxable,,1,,,0,0,0.01,,,,1,,,2.05,0.32,Drywall Finishing Tools > Parts,"Columbia Tools, FA252, Hinged Nailspotter, Hydra-Reach Box Handle, Repair Parts",,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa252_01.webp,,,,,,,,,217,Columbia Tools,,,,,,Columbia Tools,FA252,,,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-hinged-nailspotter, columbia-hydra-reach-box-handle",,,,Columbia Tools,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""FA252""}, {""label"": ""Model"", ""value"": ""FA252""}, {""label"": ""Tool Groups"", ""value"": ""Hinged Nailspotter, Hydra-Reach Box Handle""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Tools #8 Star Washer (FA252),Replacement #8 Star Washer (FA252) for Columbia Tools Hinged Nailspotters and Hydra-Reach Box Handle systems.,Columbia FA252,/product/columbia-tools-8-star-washer-fa252/,,columbia-tools-8-star-washer-fa252,Drywall Finishing Tool Parts,Columbia Replacement Components,FA252,
